Cluster;RA_ICRS;DE_ICRS;dist;e_dist;age;e_age;FeH;e_FeH;Av;e_Av;Nc;alpha_high_int;alpha_high_er_int;alpha_low_int;alpha_low_er_int;Mc_int;Mc_er_int;offset_int;offset_er_int;mass_total;e_mass_total;bin_frac;average_ratio;str_average_ratio;segr_ratio;segr_ratio_std;mass_seg;mass_seg_pval
Collinder_258;186.7349;-60.7609;1.21;0.009;8.168;0.028;-0.039;0.03;0.793;0.068;184;-1.79773;0.32172;1.75295;0.25112;-0.0837;0.03294;1.52967;0.07194;405;81;0.53261;0.5128;0.23059;1.36548;2.92547;0.27455;0.00172
Collinder_269;201.0238;-66.2034;1.617;0.024;8.585;0.057;0.013;0.07;0.998;0.046;168;-1.69654;0.59239;1.89667;0.34964;-0.04175;0.04697;1.662;0.1205;477;95;0.51786;0.58019;0.26814;1.34321;5.05799;0.32903;0.00017
Collinder_272;202.5846;-61.3193;2.038;0.028;7.47;0.044;0.13;0.038;1.54;0.044;527;-1.68804;0.23643;1.88045;0.18883;0.03195;0.02564;2.08532;0.07851;1316;263;0.56546;0.604;0.26098;1.33303;4.88662;0.20826;0.00047
Collinder_277;207.0576;-66.0546;1.568;0.027;8.942;0.031;0.026;0.042;0.952;0.063;348;-0.80641;0.41476;2.20435;0.30909;-0.09127;0.04232;1.81414;0.06927;874;174;0.62069;0.63125;0.25044;1.50321;5.14567;0.2804;0.0
Collinder_292;237.421;-57.6019;1.747;0.023;7.941;0.158;0.185;0.051;1.574;0.046;322;-1.95961;0.26264;1.94886;0.25913;-0.00468;0.0257;1.80556;0.06236;828;165;0.50311;0.59917;0.25877;1.38466;4.8713;0.35885;0.0
Collinder_307;248.7919;-50.9987;1.704;0.033;8.151;0.248;0.171;0.025;2.588;0.015;244;-1.9404;0.53368;1.59509;0.22921;0.05175;0.04158;1.87877;0.15125;713;142;0.60656;0.6646;0.28178;1.17286;1.60501;0.28727;0.00395
Collinder_338;264.4948;-37.6593;0.642;0.001;8.3;0.112;0.066;0.055;0.713;0.063;86;-2.30987;0.79176;1.34949;0.31639;0.01934;0.05329;1.55616;0.18493;144;28;0.44186;0.52928;0.20744;1.30207;2.59586;0.375;0.00345
Collinder_394;283.078;-20.2138;0.705;0.002;8.081;0.091;0.055;0.049;0.888;0.049;314;-1.60288;0.2019;1.68142;0.21191;-0.07837;0.02612;1.75285;0.04522;545;109;0.51274;0.54585;0.22942;1.17653;1.86525;0.19582;0.00439
Collinder_419;304.5338;40.7435;0.989;0.012;6.693;0.049;-0.044;0.08;1.236;0.079;71;-1.05411;0.21433;1.24702;0.58809;-0.15018;0.09527;1.21829;0.07176;155;31;0.39437;0.70843;0.24418;1.14595;0.84591;0.18297;0.59446
Collinder_421;305.8643;41.7002;1.148;0.018;7.853;0.341;0.051;0.075;2.445;0.06;251;-1.58981;0.18649;2.43333;0.29904;-0.04709;0.02325;1.80223;0.04625;626;125;0.64143;0.77967;0.22138;1.14249;2.40378;0.31142;1e-05
Collinder_74;87.1598;7.3768;2.261;0.164;9.222;0.185;-0.1;0.052;1.47;0.229;159;-2.53735;1.12456;2.01469;0.26722;0.0439;0.03087;1.80255;0.16479;662;132;0.60377;0.78993;0.27691;1.1137;3.00977;0.31052;0.00119
Collinder_95;97.8024;9.9005;0.649;0.002;6.856;0.106;-0.111;0.058;0.911;0.581;241;-1.09556;0.29867;0.82388;0.45107;-0.2;0.09842;1.49315;0.11203;379;75;0.46888;0.79807;0.21089;1.0176;1.8657;0.12012;0.7817
Czernik_1;1.9082;61.4812;2.693;0.062;7.227;0.173;-0.079;0.044;2.394;0.016;45;-1.62676;0.53733;1.43892;0.28724;0.12988;0.05933;1.43142;0.20227;201;40;0.44444;0.45864;0.23205;;;;
Czernik_13;41.105;62.3286;2.82;0.041;7.978;0.168;-0.163;0.027;2.201;0.033;214;-1.77744;0.42697;1.40653;0.24847;0.08697;0.0425;1.87245;0.12286;850;170;0.55607;0.59788;0.26126;1.06323;2.46307;0.31173;0.07502
Czernik_16;52.7488;52.6041;2.291;0.061;8.403;0.072;-0.111;0.05;2.941;0.034;108;-2.00573;0.65343;1.65413;0.27246;0.13696;0.03989;1.81871;0.20053;452;90;0.62037;0.57683;0.23635;;;;
Czernik_19;74.2535;28.7574;2.117;0.062;8.176;0.101;-0.133;0.035;2.153;0.026;177;-1.65935;0.39418;1.50473;0.22632;0.02131;0.04042;1.72988;0.10324;623;124;0.66102;0.55814;0.25871;1.41656;3.79521;0.30233;0.00246
Czernik_2;10.9711;60.1877;1.759;0.057;8.545;0.184;0.037;0.067;1.791;0.09;126;-2.30533;0.70045;1.75211;0.28359;0.03021;0.03665;1.69398;0.13664;398;79;0.69048;0.6051;0.22871;1.32043;2.00915;0.34749;0.00227
Czernik_23;87.5131;28.8948;3.226;0.085;8.481;0.031;-0.192;0.029;1.794;0.024;186;-2.11103;0.68088;1.4047;0.2041;0.07187;0.0447;1.85712;0.18122;565;113;0.66667;0.51675;0.26688;1.44935;3.87044;0.18083;0.3681
Czernik_27;105.8276;6.3868;4.062;0.127;9.103;0.026;-0.162;0.036;0.387;0.042;129;-1.90824;1.19339;1.54981;0.27199;0.05494;0.04679;1.65646;0.18429;595;119;0.63566;0.65886;0.28992;1.39833;3.5748;0.50787;0.0
Czernik_31;114.2291;-20.5162;2.783;0.065;7.471;0.353;-0.15;0.035;1.718;0.036;182;-2.41387;0.40963;1.36231;0.17527;0.06677;0.02977;1.83189;0.11604;576;115;0.67033;0.60788;0.27685;0.99755;3.90174;0.30397;0.00199
Czernik_43;351.448;61.3297;2.276;0.062;7.939;0.344;-0.094;0.072;2.054;0.071;154;-1.75126;0.28089;1.89597;0.22088;0.01342;0.02769;1.66832;0.07928;502;100;0.68831;0.66259;0.24834;1.00913;1.43051;0.14881;0.46649
Czernik_5;28.923;61.3613;3.207;0.111;8.35;0.169;-0.174;0.037;3.177;0.05;149;-2.17414;0.67747;1.27154;0.19575;0.2;0.03731;1.99235;0.21896;919;183;0.63758;0.58011;0.25115;;;;
Czernik_6;30.5501;62.8375;2.43;0.242;7.363;0.514;-0.099;0.129;1.576;0.105;70;-1.55765;0.29874;1.53927;0.25104;0.02007;0.04185;1.38759;0.10855;238;47;0.7;0.61895;0.26886;1.88243;1.67064;0.4213;0.01702
Czernik_8;38.241;58.7627;2.534;0.143;7.732;0.185;-0.112;0.067;2.993;0.073;99;-1.82194;0.41084;1.55295;0.27516;0.1373;0.03967;1.73486;0.14091;438;87;0.69697;0.69195;0.24861;;;0.63265;0.74747
Czernik_9;38.3989;59.8769;2.512;0.124;8.54;0.313;-0.146;0.056;3.278;0.087;97;-2.43524;1.00874;1.42954;0.23688;0.19329;0.04115;1.99532;0.31063;489;97;0.71134;0.6977;0.25705;;;;
DBSB_7;113.8386;-18.696;2.153;0.1;7.387;0.032;-0.098;0.055;2.063;0.103;347;-2.09241;0.30934;1.84837;0.27873;-0.00889;0.02814;1.78956;0.06819;1235;247;0.51873;0.79033;0.26971;1.00811;3.405;0.09596;0.39294
Dias_5;274.3605;-19.6916;1.264;0.018;6.715;0.153;0.064;0.056;1.537;0.528;281;-1.43317;0.17433;2.3551;0.28281;-0.19017;0.02387;1.55775;0.04816;517;103;0.51246;0.74047;0.22451;0.91084;1.47131;0.08886;0.65496
Dolidze_3;303.8127;36.8421;1.894;0.037;6.999;0.072;0.009;0.091;2.266;0.032;122;-1.33391;0.27819;1.52994;0.26532;0.10391;0.04464;1.76662;0.12243;436;87;0.68033;0.63583;0.21309;1.45225;1.75962;0.49643;0.01336
Dolidze_5;304.9978;39.3172;1.984;0.079;7.348;0.255;0.074;0.074;2.669;0.047;266;-1.54141;0.24105;2.38025;0.36508;0.02914;0.03421;1.87979;0.07062;964;192;0.56391;0.74072;0.24183;1.16912;3.24589;0.28664;0.03825
ESO_130_06;181.9909;-59.297;0.795;0.002;8.237;0.181;0.014;0.074;0.514;0.087;81;-1.94621;0.58046;1.49638;0.40337;-0.01892;0.05219;1.44945;0.13717;164;32;0.4321;0.64105;0.2791;1.10494;1.40684;0.21481;0.25934
ESO_130_08;182.6186;-59.4691;1.295;0.008;8.179;0.141;-0.018;0.031;1.24;0.044;168;-1.30318;0.31785;1.46642;0.19077;-0.00552;0.03936;1.69659;0.0895;460;92;0.625;0.54992;0.22884;1.10222;1.63486;0.19507;0.08645
ESO_130_13;185.7908;-59.6487;2.202;0.058;7.722;0.139;0.068;0.067;1.619;0.018;216;-1.98715;0.37938;1.33898;0.18148;0.07744;0.03642;1.91926;0.12711;607;121;0.59259;0.52425;0.28076;1.69999;4.68212;0.37805;1e-05
ESO_166_04;137.607;-53.8888;1.074;0.016;8.275;0.115;-0.12;0.076;0.69;0.074;39;-1.64616;0.5285;1.70374;0.42338;-0.02492;0.05288;1.29264;0.13047;107;21;0.69231;0.55333;0.21401;1.46767;0.67803;0.36413;0.1239
ESO_332_13;254.1632;-40.5917;1.562;0.046;6.796;0.059;0.152;0.071;1.42;0.042;160;-1.22779;0.21877;1.24539;0.45857;-0.14093;0.08428;1.44668;0.08196;549;109;0.5625;0.70142;0.23828;0.96755;0.79793;0.13021;0.50552
ESO_368_11;116.0959;-34.6417;1.991;0.056;8.683;0.276;-0.006;0.029;1.769;0.111;160;-1.96844;0.51026;2.12024;0.26716;-0.02184;0.03069;1.5921;0.09621;511;102;0.55;0.67718;0.27132;0.9299;2.35864;0.25319;0.01238
FSR_0198;300.6033;35.6734;1.843;0.08;6.86;0.085;0.103;0.135;2.901;0.172;128;-1.41165;0.1824;1.99648;0.33378;0.07327;0.03089;1.69422;0.08117;545;109;0.67969;0.80003;0.1981;;;0.24883;0.39474
FSR_0224;306.3524;40.2246;1.653;0.037;6.722;0.049;0.04;0.091;3.284;0.069;30;-1.08675;0.24627;1.20228;0.27001;0.06539;0.06941;1.13937;0.13193;177;35;0.76667;0.71016;0.27316;;;0.58621;0.86667
FSR_0236;308.1679;41.4424;1.551;0.052;6.904;0.081;0.134;0.072;3.813;0.154;100;-1.17009;0.20107;1.94205;0.41085;0.15447;0.04338;1.72547;0.111;659;131;0.79;0.75756;0.20888;;;;
FSR_0241;300.7576;46.1812;2.06;0.071;9.08;0.022;-0.031;0.035;1.32;0.05;172;-2.02902;0.77958;1.73905;0.2608;0.01953;0.03531;1.73279;0.11312;551;110;0.5814;0.65219;0.25702;1.33917;3.83792;0.34093;9e-05
FSR_0278;307.7683;51.025;1.665;0.024;9.403;0.034;-0.017;0.029;0.857;0.073;95;-0.78343;0.53108;2.16214;0.22603;-0.00783;0.02772;1.56304;0.05183;542;108;0.77895;0.67217;0.21455;0.97345;2.46408;0.19243;0.396
FSR_0342;331.9426;53.1119;2.468;0.142;8.981;0.062;-0.074;0.06;1.666;0.083;416;-1.21033;0.59476;1.85665;0.22561;0.08372;0.03528;2.03762;0.12363;1503;300;0.58173;0.79608;0.27633;1.56229;4.32444;0.22447;0.00188
FSR_0357;337.7288;53.956;4.15;0.174;7.43;0.265;-0.14;0.039;1.752;0.051;88;-1.59037;0.40454;1.23005;0.21753;0.17506;0.05255;1.72858;0.17639;375;75;0.60227;0.62807;0.29898;;;0.68966;0.63636
FSR_0384;342.9144;56.1091;1.847;0.024;8.52;0.116;0.002;0.023;1.272;0.054;51;-1.36261;0.94472;1.69569;0.32067;0.08743;0.08052;1.30095;0.25859;136;27;0.29412;0.48272;0.27205;1.46532;1.13511;0.34545;0.19762
FSR_0385;340.6139;58.9421;2.004;0.091;8.789;0.059;-0.028;0.083;2.603;0.035;90;-1.20071;0.76163;1.48408;0.26442;0.12707;0.05489;1.61754;0.2035;304;60;0.75556;0.75824;0.26616;1.49759;0.98551;0.35456;0.30897
FSR_0398;339.0814;64.1576;0.913;0.014;7.244;0.082;-0.048;0.127;2.071;0.035;76;-1.65611;0.3067;1.70634;0.2922;-0.02803;0.03636;1.34977;0.06934;155;31;0.73684;0.59521;0.21782;1.32936;1.25685;0.15797;0.68806
FSR_0430;348.8145;64.1587;2.46;0.144;8.243;0.215;-0.077;0.047;3.027;0.056;104;-1.03539;0.31652;1.84488;0.2674;0.06974;0.04139;1.57802;0.0978;467;93;0.69231;0.61875;0.24937;;;0.5098;0.49515
FSR_0441;355.5397;58.5457;3.093;0.15;7.779;0.367;-0.094;0.069;2.397;0.059;79;-1.6195;0.48664;1.47093;0.24598;0.10059;0.05417;1.57939;0.18777;379;75;0.6962;0.63339;0.2557;;;;
FSR_0448;356.8175;60.8949;2.687;0.122;8.869;0.269;-0.071;0.041;3.102;0.101;99;-2.36073;1.33804;1.53058;0.19385;0.19616;0.03251;1.95978;0.34767;519;103;0.69697;0.70723;0.27742;;;;
FSR_0496;6.6533;64.02;1.377;0.043;8.868;0.082;0.02;0.101;3.066;0.087;201;-3.0;1.06652;1.90626;0.20986;0.17481;0.02759;2.2887;0.29793;661;132;0.63682;0.80423;0.25466;1.33217;1.28736;0.23;0.16887
FSR_0498;7.2986;62.3747;2.459;0.08;7.562;0.138;-0.034;0.038;1.448;0.047;122;-1.81352;0.35095;1.47885;0.23243;0.10354;0.03646;1.78012;0.10712;329;65;0.63115;0.57219;0.27034;1.37398;4.97774;0.32815;0.03596
FSR_0537;19.6921;60.3499;2.838;0.067;7.661;0.057;-0.118;0.022;1.754;0.039;97;-1.83474;0.70942;1.0979;0.27527;0.05088;0.07165;1.53901;0.21421;335;67;0.59794;0.54978;0.27049;1.63911;1.99387;0.47166;0.00121
FSR_0551;24.9613;64.8685;0.892;0.014;7.035;0.019;-0.061;0.017;1.688;0.056;59;-1.72352;0.24965;1.37848;0.40408;-0.15762;0.04309;1.13298;0.04904;95;19;0.66102;0.68754;0.22418;1.13661;1.12683;0.35465;0.08022
FSR_0553;25.2335;64.5207;2.35;0.185;8.885;0.299;-0.063;0.104;2.014;0.072;53;-3.0;1.4327;1.25093;0.26789;0.13724;0.04283;1.63742;0.32342;122;24;0.58491;0.78857;0.33926;0.88246;1.67858;0.31667;0.64863
FSR_0591;36.9321;58.7651;2.354;0.125;7.239;0.093;-0.115;0.059;2.201;0.079;98;-1.88595;0.40093;2.0588;0.36533;0.01017;0.03851;1.51586;0.11991;403;80;0.55102;0.77217;0.27941;0.89155;1.20279;0.15091;0.87398
FSR_0667;61.7687;51.142;1.097;0.015;8.615;0.087;-0.111;0.065;1.685;0.086;42;-0.6197;0.74447;1.17645;0.3556;-0.033;0.16189;1.16787;0.20444;115;23;0.57143;0.62505;0.25504;1.64341;1.31166;0.22824;0.575
FSR_0716;77.7914;45.7123;3.361;0.159;9.087;0.036;-0.262;0.023;1.154;0.071;188;-2.92763;0.91968;1.6381;0.20103;0.0504;0.02515;1.84867;0.12898;513;102;0.73404;0.67213;0.2665;1.27317;3.56727;0.20208;0.0601
FSR_0728;67.4678;38.4894;1.535;0.033;8.059;0.189;-0.04;0.033;2.137;0.099;99;-2.25753;0.43445;2.03392;0.33473;-0.03289;0.03221;1.48229;0.07915;321;64;0.62626;0.69727;0.24114;1.47031;1.45195;0.3208;0.01017
FSR_0735;73.4817;40.8621;2.568;0.109;8.67;0.45;-0.175;0.034;1.638;0.133;114;-2.1105;0.76199;1.7199;0.22913;0.06091;0.03873;1.6461;0.16924;392;78;0.58772;0.57728;0.25033;1.27406;2.71616;0.26564;0.08884
FSR_0761;83.3415;39.8403;2.442;0.122;8.746;0.155;-0.119;0.119;1.42;0.247;57;-1.9149;0.82082;1.67389;0.23007;0.09812;0.04355;1.52319;0.21557;188;37;0.54386;0.57379;0.25766;1.09026;0.73306;0.33333;0.30085
FSR_0771;75.9422;32.1766;1.462;0.044;8.498;0.023;0.016;0.067;2.179;0.072;77;-2.11815;0.71021;1.39629;0.30119;0.04533;0.04749;1.5888;0.15047;222;44;0.66234;0.62683;0.27601;1.51477;3.75953;0.45701;0.00081
FSR_0811;94.0975;36.3778;2.47;0.069;8.89;0.068;-0.131;0.031;0.904;0.119;75;-1.64637;0.91128;1.67994;0.49594;-0.01068;0.0636;1.45016;0.14485;239;47;0.57333;0.58603;0.25779;1.27344;2.23385;0.26393;0.12758
FSR_0850;86.278;24.7534;1.889;0.101;8.576;0.217;-0.099;0.041;1.714;0.105;248;-2.42774;0.45782;1.87099;0.20117;0.01921;0.02379;1.86607;0.08834;513;102;0.62097;0.70799;0.27758;1.23156;4.57007;0.28456;0.00012
FSR_0883;91.0909;22.0362;2.446;0.084;8.283;0.32;-0.111;0.059;2.123;0.141;98;-2.68048;0.66703;1.60713;0.32994;0.17725;0.03497;2.07624;0.20757;301;60;0.69388;0.66791;0.23228;0.73563;0.9927;0.22093;0.60129
FSR_0893;93.4762;21.6108;1.957;0.105;8.588;0.07;-0.125;0.047;2.918;0.106;271;-2.12221;0.44328;2.09338;0.27095;0.03695;0.02584;1.91637;0.09334;973;194;0.631;0.82074;0.24038;1.88468;4.49892;0.2565;0.01499
FSR_0904;91.7729;19.0259;2.045;0.042;7.176;0.03;-0.096;0.034;2.197;0.035;248;-2.02603;0.32606;2.28672;0.29464;0.04064;0.02619;1.83656;0.10204;900;180;0.47581;0.64531;0.2391;0.93827;3.2718;0.19355;0.23806
FSR_0905;98.4287;22.325;1.41;0.041;8.778;0.06;-0.086;0.056;0.526;0.071;67;-1.67481;0.68116;1.8386;0.31266;-0.0035;0.04546;1.39808;0.13642;145;29;0.52239;0.68122;0.25258;1.08778;1.1351;0.21852;0.35655
FSR_0935;98.7758;17.7388;2.262;0.107;8.796;0.082;-0.117;0.045;1.335;0.098;92;-1.25124;0.72744;2.02803;0.51625;-0.01098;0.05489;1.43029;0.14091;317;63;0.53261;0.75201;0.20932;1.41769;1.85944;0.33958;0.01194
FSR_0948;96.4792;15.8653;3.63;0.146;8.651;0.102;-0.205;0.072;1.735;0.157;94;-1.65515;0.90282;1.2511;0.25856;0.15416;0.05679;1.70082;0.25235;351;70;0.58511;0.57647;0.27194;;;0.52778;0.16278
FSR_0951;95.5963;14.6281;1.585;0.04;8.792;0.262;-0.11;0.025;1.21;0.091;366;-1.73831;0.33561;2.31182;0.33583;-0.1086;0.02931;1.67567;0.04984;916;183;0.45082;0.63239;0.25016;1.21761;5.59744;0.3755;0.0
FSR_0968;92.8451;11.8534;2.245;0.049;7.653;0.122;-0.157;0.042;1.543;0.038;62;-2.0397;0.44724;1.34668;0.23776;0.13589;0.04079;1.65131;0.15475;214;42;0.6129;0.5416;0.21212;1.03154;1.16336;0.28241;0.54249
FSR_0974;98.1553;12.5637;2.612;0.245;7.334;0.559;-0.175;0.033;1.828;0.172;185;-1.80661;0.41087;2.14542;0.34057;-0.01698;0.03686;1.64905;0.10544;630;126;0.54595;0.6765;0.27989;1.30325;3.18715;0.32333;0.00029
FSR_0977;97.9736;11.8609;1.781;0.117;8.93;0.198;-0.147;0.06;1.595;0.198;31;-2.45522;1.78109;1.49035;0.59641;-0.00438;0.08191;1.18838;0.27627;200;40;0.80645;0.72033;0.23861;1.46422;0.66326;0.49561;0.03516
FSR_0985;92.9451;7.008;1.95;0.028;8.592;0.254;-0.122;0.019;1.461;0.08;76;-2.75476;1.09972;1.31026;0.27096;0.00727;0.04961;1.36749;0.1859;245;49;0.69737;0.5799;0.23082;1.87721;2.35885;0.29821;0.0582
FSR_1085;103.2938;-0.1889;1.526;0.025;8.183;0.138;-0.147;0.031;0.867;0.058;100;-2.63398;0.40072;1.84591;0.23751;-0.05358;0.02366;1.36419;0.06635;208;41;0.55;0.56455;0.22706;1.3305;1.11443;0.32745;0.00887
FSR_1144;104.3029;-6.6376;1.786;0.033;8.255;0.182;-0.095;0.027;0.88;0.047;124;-2.21965;0.38585;2.22345;0.26463;-0.0807;0.02602;1.40269;0.07272;308;61;0.50806;0.5508;0.24185;1.30426;2.10964;0.31731;0.00334
FSR_1150;106.1459;-6.6248;3.091;0.159;8.798;0.107;-0.114;0.08;1.627;0.063;95;-2.52149;1.11899;1.23993;0.23001;0.14049;0.04279;1.82784;0.26598;368;73;0.74737;0.64109;0.28352;1.87895;1.24133;0.33544;0.07323
FSR_1163;104.7915;-9.0507;2.263;0.088;8.991;0.049;-0.115;0.029;1.617;0.091;146;-1.51909;0.80415;1.69361;0.29505;-0.03586;0.05512;1.47174;0.13115;613;122;0.53425;0.72327;0.28102;1.23417;4.67774;0.40939;1e-05
FSR_1180;108.8862;-9.4497;2.552;0.069;8.713;0.236;-0.115;0.016;1.595;0.096;254;-1.7845;0.67707;1.50797;0.20164;0.1375;0.03753;2.03966;0.18319;758;151;0.62992;0.63418;0.26448;1.03754;2.74672;0.24866;0.03883
FSR_1211;115.3384;-9.607;3.074;0.486;9.105;0.723;0.027;0.188;0.033;0.003;104;-1.96526;1.0109;1.8086;0.39755;-0.00887;0.04536;1.51918;0.12958;381;76;0.77885;0.66452;0.2331;1.32345;3.56379;0.23203;0.13195
FSR_1252;110.6518;-18.7089;2.884;0.131;8.998;0.034;-0.165;0.056;1.159;0.054;173;-1.90999;0.76382;1.62892;0.24188;0.0531;0.03731;1.75932;0.13183;554;110;0.52023;0.67458;0.27833;1.14544;2.62875;0.28656;0.00551
FSR_1253;111.5925;-18.4318;3.644;0.179;8.492;0.102;-0.183;0.06;2.192;0.067;207;-1.8802;0.62644;1.63516;0.25979;0.17156;0.03845;2.04315;0.19028;968;193;0.57488;0.6451;0.26132;;;;
FSR_1284;109.9856;-24.5242;2.316;0.068;8.882;0.051;-0.045;0.069;1.053;0.082;64;-1.04524;1.20391;1.66849;0.35527;0.01598;0.09556;1.39941;0.26;195;39;0.67188;0.62684;0.25273;1.40183;1.63885;0.47037;0.03138
FSR_1342;119.4829;-31.5088;3.363;0.23;7.142;0.066;-0.148;0.04;2.697;0.099;175;-1.96534;0.37121;1.75549;0.248;0.10609;0.03514;1.80856;0.13283;1021;204;0.61143;0.6361;0.24942;;;;
FSR_1360;120.3953;-34.4789;2.244;0.058;8.032;0.109;-0.044;0.031;1.552;0.036;119;-2.04436;0.41524;2.03331;0.28892;-0.02391;0.03256;1.52295;0.09677;409;81;0.5042;0.57274;0.242;1.18227;1.39541;0.27465;0.0205
FSR_1361;117.6475;-36.4012;2.19;0.11;8.74;0.054;-0.093;0.054;2.051;0.115;427;-1.78803;0.51845;1.76206;0.20238;0.07066;0.03096;2.03406;0.12211;1067;213;0.61358;0.66773;0.25265;1.23963;4.07393;0.28052;7e-05
FSR_1363;122.6578;-34.6186;3.237;0.084;7.946;0.19;-0.105;0.053;1.318;0.061;82;-2.10958;0.6191;1.23416;0.19344;0.17747;0.04414;1.80307;0.22648;278;55;0.53659;0.54851;0.29271;1.23748;1.56612;0.35714;0.11296
FSR_1399;131.0389;-39.3495;2.556;0.315;8.771;0.207;-0.017;0.074;3.125;0.1;64;-2.17121;1.58861;1.2629;0.27878;0.2;0.05196;1.76847;0.43936;351;70;0.625;0.71398;0.27324;;;;
FSR_1443;129.8581;-47.3554;3.003;0.286;8.623;0.423;-0.12;0.059;1.805;0.262;61;-3.0;1.58629;0.83686;0.26752;0.1727;0.0558;1.88372;0.40308;192;38;0.70492;0.50504;0.27863;1.45745;0.99786;0.28846;0.46001
FSR_1484;142.4633;-50.6872;2.074;0.075;8.418;0.206;0.052;0.04;2.827;0.096;61;-2.13335;0.95011;1.19031;0.31722;0.193;0.05609;1.76768;0.29952;263;52;0.72131;0.62031;0.25075;;;0.7;0.62295
FSR_1723;238.7758;-46.0139;1.484;0.029;8.119;0.068;0.075;0.021;1.583;0.032;152;-2.19891;0.50852;1.63915;0.26842;-0.00385;0.03518;1.58659;0.10358;412;82;0.46711;0.59745;0.26253;1.39632;1.52001;0.29743;0.00246
Gulliver_1;161.5881;-57.0244;2.585;0.077;9.122;0.038;-0.033;0.049;0.911;0.077;301;-1.97521;0.61128;2.04609;0.23197;-0.00844;0.02863;1.79157;0.09095;885;177;0.60465;0.67085;0.25076;1.11699;5.46466;0.34221;0.0
Gulliver_11;68.0284;43.612;0.898;0.005;8.341;0.296;-0.001;0.065;1.349;0.066;67;-2.16503;0.63478;1.52125;0.30551;-0.05269;0.04314;1.25554;0.09862;106;21;0.52239;0.51233;0.26568;0.99318;3.04848;0.25985;0.19105
Gulliver_12;181.2095;-61.3296;1.701;0.045;8.221;0.168;0.012;0.036;1.006;0.081;63;-2.40771;0.74473;2.23912;0.44663;-0.05969;0.03568;1.20165;0.11168;142;28;0.44444;0.62456;0.23215;0.83731;2.40509;0.33804;0.05414
Gulliver_13;104.877;-13.2366;1.472;0.024;8.815;0.31;-0.115;0.068;1.579;0.101;116;-1.70507;0.63474;2.30539;0.54904;-0.02551;0.03975;1.51089;0.10546;351;70;0.52586;0.77923;0.2226;1.41808;4.21417;0.32966;0.00318
Gulliver_14;259.8991;-36.8053;1.187;0.068;8.672;0.079;0.201;0.061;1.874;0.124;80;-3.0;0.95403;1.44458;0.30644;0.12488;0.03475;1.8613;0.23553;170;34;0.575;0.81594;0.26065;1.10324;4.17017;0.49462;0.00122
Gulliver_17;302.6855;35.8699;1.664;0.027;8.019;0.083;0.137;0.047;1.255;0.033;241;-2.34517;0.34973;2.31787;0.24482;-0.07638;0.02166;1.57679;0.06436;511;102;0.57676;0.61441;0.24395;1.17483;3.02179;0.29406;5e-05
Gulliver_18;302.9274;26.5286;1.515;0.022;8.063;0.015;0.106;0.054;2.074;0.061;419;-2.19172;0.2823;1.85561;0.20032;-0.03042;0.02253;1.82748;0.06335;888;177;0.65394;0.69392;0.26135;1.13021;6.24226;0.29278;0.0
Gulliver_20;273.795;10.9935;0.415;0.008;8.853;0.085;-0.025;0.036;0.297;0.041;103;-1.88678;0.65342;1.10486;0.5013;-0.2;0.06576;1.20106;0.09594;136;27;0.52427;0.61088;0.22407;1.17154;3.91181;0.18296;0.60404
Gulliver_21;106.9783;-25.4744;0.638;0.0;8.177;0.177;0.111;0.156;0.046;0.016;179;-1.80298;0.2368;1.24243;0.15926;-0.10698;0.02634;1.56054;0.04011;281;56;0.59777;0.55536;0.22385;1.38047;5.60289;0.22941;0.02631
Gulliver_24;1.1341;62.8374;1.415;0.016;8.266;0.191;0.005;0.056;1.515;0.078;121;-2.27795;0.41266;1.84256;0.22914;-0.01289;0.02599;1.49294;0.08103;218;43;0.5124;0.61121;0.25668;1.17812;2.85254;0.19126;0.18083
Gulliver_25;52.0999;45.1429;1.292;0.017;8.472;0.204;-0.11;0.055;1.072;0.083;103;-2.19197;0.53834;1.91617;0.36319;-0.02744;0.03502;1.50238;0.08939;258;51;0.50485;0.65953;0.22424;1.32859;9.10159;0.38473;0.00063
Gulliver_26;80.6863;35.2763;2.444;0.155;8.67;0.187;-0.123;0.101;2.116;0.07;100;-1.56478;0.57217;2.39228;0.35913;0.03278;0.03534;1.59936;0.129;357;71;0.65;0.74397;0.24144;0.60227;4.53839;0.41389;0.01086
Gulliver_27;146.0707;-54.1086;2.537;0.094;8.2;0.196;-0.008;0.038;1.794;0.09;206;-2.04203;0.64507;1.32808;0.21601;0.09769;0.04873;1.93671;0.19949;555;111;0.54854;0.57757;0.29435;1.09641;3.05116;0.36438;0.00049
Gulliver_28;293.9238;18.0531;0.502;0.127;9.001;0.469;-0.229;0.051;1.297;0.463;102;-2.1119;0.81814;1.50166;0.50431;-0.13061;0.05525;1.36768;0.0884;180;36;0.66667;0.82183;0.22934;1.44482;6.11332;0.2361;0.23017
Gulliver_31;301.9167;38.2524;2.129;0.059;8.249;0.115;0.112;0.06;1.556;0.035;129;-1.47142;0.55533;1.31454;0.28488;0.03686;0.06197;1.67465;0.14535;371;74;0.62016;0.54464;0.28194;1.24594;2.55834;0.36738;0.00121
Gulliver_32;98.3883;7.4998;1.627;0.068;8.737;0.536;-0.164;0.084;1.553;0.28;64;-1.3108;0.78945;1.72018;0.51992;0.01362;0.06441;1.38661;0.14155;181;36;0.51562;0.72659;0.24325;1.59162;3.16888;0.35833;0.03325
